id,review,sentiment,clean_review,token
3948,"Actually, this product is phone is realy bad!!! 😡 <span>Recommended</span> Visit www.example.com!!!",negative,actually this product is phone is really bad  recommended visit ,"['actually', 'product', 'phone', 'really', 'bad', 'recommended', 'visit']"
3949,"I think it is really headphones is not bad, but not amazing either. <div>Customer review</div> https://example.com??",neutral,i think it is really headphones is not bad but not amazing either customer review ,"['think', 'really', 'headphones', 'bad', 'amazing', 'either', 'customer', 'review']"
3950,"To be honest, the laptop is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> Visit www.example.com...",positive,to be honest the lawton is amazing really amazing  good choice visit ,"['honest', 'lawton', 'amazing', 'really', 'amazing', 'good', 'choice', 'visit']"
3951,"Actually, this product is shoes works gr8 and I luv it 😊 <div>Customer review</div> Visit www.example.com!!! 😍",positive,actually this product is shoes works grm and i lui it  customer review visit  ,"['actually', 'product', 'shoes', 'works', 'grm', 'lui', 'customer', 'review', 'visit']"
3952,"Well, I think the headphones is realy good!!! 😍 <b>Good choice</b>!!!",positive,well i think the headphones is really good  good choice,"['well', 'think', 'headphones', 'really', 'good', 'good', 'choice']"
3953,"To be honest, the shirt has terrible quality <div>very disappointing</div> <div>Customer review</div>.",negative,to be honest the shirt has terrible quality very disappointing customer review,"['honest', 'shirt', 'terrible', 'quality', 'disappointing', 'customer', 'review']"
3954,"I think it is really laptop works as expected, but could be better. <span>Recommended</span> Visit www.example.com.",neutral,i think it is really lawton works as expected but could be better recommended visit ,"['think', 'really', 'lawton', 'works', 'expected', 'could', 'better', 'recommended', 'visit']"
3955,"Well, I think the phone is amazing <b>really amazing</b>!!! ❤️!!!",positive,well i think the phone is amazing really amazing ,"['well', 'think', 'phone', 'amazing', 'really', 'amazing']"
3956,"Well, I think the phone is realy bad!!! 😡 <b>Good choice</b> More info: https://shop.example.com 😡!!!",negative,well i think the phone is really bad  good choice more into  ,"['well', 'think', 'phone', 'really', 'bad', 'good', 'choice']"
3957,"Actually, this product is product was a horible purchase 😠 <b>Good choice</b> Visit www.example.com!!! 😍",negative,actually this product is product was a horrible purchase  good choice visit  ,"['actually', 'product', 'product', 'horrible', 'purchase', 'good', 'choice', 'visit']"
3958,"I think it is really laptop is average, nothing special. <b>Good choice</b>??",neutral,i think it is really lawton is average nothing special good choice,"['think', 'really', 'lawton', 'average', 'nothing', 'special', 'good', 'choice']"
3959,"Actually, this product is shoes is not bad, but not amazing either. <b>Good choice</b> https://example.com.",neutral,actually this product is shoes is not bad but not amazing either good choice ,"['actually', 'product', 'shoes', 'bad', 'amazing', 'either', 'good', 'choice']"
3960,In my opinion this is laptop works gr8 and I luv it 😊 <b>Good choice</b> Visit www.example.com??,positive,in my opinion this is lawton works grm and i lui it  good choice visit ,"['opinion', 'lawton', 'works', 'grm', 'lui', 'good', 'choice', 'visit']"
3961,I think it is really book is absolutly fantastic!!! <b>Good choice</b> https://example.com!!! 😍,positive,i think it is really book is absolutely fantastic good choice  ,"['think', 'really', 'book', 'absolutely', 'fantastic', 'good', 'choice']"
3962,"Actually, this product is camera is average, nothing special. <div>Customer review</div> 😡!!!",neutral,actually this product is camera is average nothing special customer review ,"['actually', 'product', 'camera', 'average', 'nothing', 'special', 'customer', 'review']"
3963,I think it is really laptop is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com!!! 😍,positive,i think it is really lawton is amazing really amazing  good choice  ,"['think', 'really', 'lawton', 'amazing', 'really', 'amazing', 'good', 'choice']"
3964,"Actually, this product is watch is awsome and works perfectly 👍 <span>Recommended</span> More info: https://shop.example.com.",positive,actually this product is watch is some and works perfectly  recommended more into ,"['actually', 'product', 'watch', 'works', 'perfectly', 'recommended']"
3965,"To be honest, the phone is decent for the price. Visit www.example.com!!! 😍",neutral,to be honest the phone is decent for the price visit  ,"['honest', 'phone', 'decent', 'price', 'visit']"
3966,"Actually, this product is shirt is average, nothing special. <b>Good choice</b> Visit www.example.com 😡!!!",neutral,actually this product is shirt is average nothing special good choice visit  ,"['actually', 'product', 'shirt', 'average', 'nothing', 'special', 'good', 'choice', 'visit']"
3967,"To be honest, the laptop is realy good!!! 😍 Visit www.example.com!!!",positive,to be honest the lawton is really good  visit ,"['honest', 'lawton', 'really', 'good', 'visit']"
3968,In my opinion this is laptop has terrible quality <div>very disappointing</div> <div>Customer review</div> Visit www.example.com!!! 😍,negative,in my opinion this is lawton has terrible quality very disappointing customer review visit  ,"['opinion', 'lawton', 'terrible', 'quality', 'disappointing', 'customer', 'review', 'visit']"
3969,"To be honest, the watch is awfull and stopped working 😭 <b>Good choice</b>??",negative,to be honest the watch is awful and stopped working  good choice,"['honest', 'watch', 'awful', 'stopped', 'working', 'good', 'choice']"
3970,I think it is really phone is awsome and works perfectly 👍 <b>Good choice</b>...,positive,i think it is really phone is some and works perfectly  good choice,"['think', 'really', 'phone', 'works', 'perfectly', 'good', 'choice']"
3971,"Actually, this product is shoes is absolutly fantastic!!! <div>Customer review</div> Visit www.example.com.",positive,actually this product is shoes is absolutely fantastic customer review visit ,"['actually', 'product', 'shoes', 'absolutely', 'fantastic', 'customer', 'review', 'visit']"
3972,In my opinion this is product works gr8 and I luv it 😊??,positive,in my opinion this is product works grm and i lui it ,"['opinion', 'product', 'works', 'grm', 'lui']"
3973,"Actually, this product is shoes works gr8 and I luv it 😊 <b>Good choice</b> https://example.com.",positive,actually this product is shoes works grm and i lui it  good choice ,"['actually', 'product', 'shoes', 'works', 'grm', 'lui', 'good', 'choice']"
3974,I think it is really camera was a horible purchase 😠 <b>Good choice</b> Visit www.example.com 😡!!!,negative,i think it is really camera was a horrible purchase  good choice visit  ,"['think', 'really', 'camera', 'horrible', 'purchase', 'good', 'choice', 'visit']"
3975,"Actually, this product is phone is realy good!!! 😍 <b>Good choice</b>.",positive,actually this product is phone is really good  good choice,"['actually', 'product', 'phone', 'really', 'good', 'good', 'choice']"
3976,I think it is really book is broken and useless!!! <b>Good choice</b> More info: https://shop.example.com...,negative,i think it is really book is broken and useless good choice more into ,"['think', 'really', 'book', 'broken', 'useless', 'good', 'choice']"
3977,"To be honest, the phone works as expected, but could be better.!!!",neutral,to be honest the phone works as expected but could be better,"['honest', 'phone', 'works', 'expected', 'could', 'better']"
3978,"In my opinion this is product is not bad, but not amazing either. <span>Recommended</span>...",neutral,in my opinion this is product is not bad but not amazing either recommended,"['opinion', 'product', 'bad', 'amazing', 'either', 'recommended']"
3979,"To be honest, the product is decent for the price. <span>Recommended</span> More info: https://shop.example.com!!!",neutral,to be honest the product is decent for the price recommended more into ,"['honest', 'product', 'decent', 'price', 'recommended']"
3980,"Actually, this product is product is realy bad!!! 😡 <span>Recommended</span> More info: https://shop.example.com!!! 😍",negative,actually this product is product is really bad  recommended more into  ,"['actually', 'product', 'product', 'really', 'bad', 'recommended']"
3981,"Actually, this product is watch is okay and works fine. <div>Customer review</div> Visit www.example.com.",neutral,actually this product is watch is okay and works fine customer review visit ,"['actually', 'product', 'watch', 'okay', 'works', 'fine', 'customer', 'review', 'visit']"
3982,I think it is really shoes is realy good!!! 😍.,positive,i think it is really shoes is really good ,"['think', 'really', 'shoes', 'really', 'good']"
3983,I think it is really book is broken and useless!!! More info: https://shop.example.com!!!,negative,i think it is really book is broken and useless more into ,"['think', 'really', 'book', 'broken', 'useless']"
3984,I think it is really book has terrible quality <div>very disappointing</div> <div>Customer review</div>??,negative,i think it is really book has terrible quality very disappointing customer review,"['think', 'really', 'book', 'terrible', 'quality', 'disappointing', 'customer', 'review']"
